Block_ID,X,Y,Z,Rock_Type,Ore_Grade (%),Tonnage,Ore_Value (¥/tonne),Mining_Cost (¥),Processing_Cost (¥),Waste_Flag,Profit (¥),Target
B43296,193,18,93,Magnetite,51.33,2330,333.05,63,22,0,577956.5,1
B43297,457,186,40,Magnetite,51.51,1486,309.5,43,20,0,366299.0,1
B43298,127,399,41,Hematite,60.33,2180,285.07,47,38,0,436152.6,1
B43299,212,233,31,Hematite,64.07,1657,345.88,48,28,0,447191.16,1
B43300,150,93,45,Hematite,59.96,2534,311.06,69,36,0,522156.04,1
B43301,448,230,3,Waste,0.0,2309,0.0,46,39,1,-196265.0,0
B43302,480,354,5,Hematite,52.84,1187,251.88,68,21,0,193338.56,1
B43303,383,385,66,Waste,0.0,1740,0.0,30,36,1,-114840.0,0
B43304,179,127,1,Waste,0.0,1658,0.0,48,30,1,-129324.0,0
B43305,316,448,20,Magnetite,52.32,1753,293.28,38,28,0,398421.83999999997,1
B43306,25,314,93,Magnetite,59.09,1849,258.4,62,23,0,320616.6,1
B43307,14,303,90,Hematite,50.22,2136,345.7,49,39,0,550447.2,1
B43308,21,492,13,Magnetite,55.35,2904,313.04,57,32,0,650612.16,1
B43309,344,381,28,Magnetite,52.21,2581,342.79,58,37,0,639545.9900000001,1
B43310,64,258,15,Hematite,63.29,2635,320.44,67,25,0,601939.4,1
B43311,250,409,49,Magnetite,55.58,1685,264.66,44,33,0,316207.10000000003,1
B43312,409,347,3,Waste,0.0,1611,0.0,58,30,1,-141768.0,0
B43313,20,474,77,Waste,0.0,2931,0.0,66,30,1,-281376.0,0
B43314,232,397,56,Magnetite,51.55,2175,283.69,51,26,0,449550.75,1
B43315,407,241,15,Magnetite,63.02,2043,269.07,46,22,0,410786.01,1
B43316,486,490,10,Magnetite,53.77,2354,308.96,46,38,0,529555.84,1
B43317,15,114,62,Magnetite,60.54,1957,317.17,44,31,0,473926.69,1
B43318,415,151,94,Waste,0.0,2017,0.0,31,37,1,-137156.0,0
B43319,271,418,55,Waste,0.0,2567,0.0,46,34,1,-205360.0,0
B43320,204,115,99,Hematite,59.26,2610,349.62,35,31,0,740248.2000000001,1
B43321,297,481,28,Magnetite,50.36,2122,331.29,53,37,0,512017.38000000006,1
B43322,159,471,73,Waste,0.0,2503,0.0,39,20,1,-147677.0,0
B43323,433,261,46,Hematite,60.75,1976,254.52,63,24,0,331019.52,1
B43324,40,248,37,Hematite,61.85,2831,301.42,61,36,0,578713.02,1
B43325,107,189,37,Hematite,50.23,1130,263.49,46,22,0,220903.7,1
B43326,124,478,91,Magnetite,62.07,2052,301.38,65,29,0,425543.76,1
B43327,151,220,98,Magnetite,54.59,1284,284.64,38,27,0,282017.76,1
B43328,12,255,96,Waste,0.0,1554,0.0,45,30,1,-116550.0,0
B43329,202,291,94,Magnetite,59.23,2380,303.59,62,21,0,525004.2,1
B43330,78,284,71,Magnetite,63.79,2929,319.39,53,24,0,709960.3099999999,1
B43331,393,140,94,Waste,0.0,2763,0.0,66,35,1,-279063.0,0
B43332,41,391,53,Waste,0.0,1428,0.0,39,25,1,-91392.0,0
B43333,168,142,68,Waste,0.0,1246,0.0,63,34,1,-120862.0,0
B43334,248,288,84,Magnetite,53.76,2790,315.2,36,34,0,684108.0,1
B43335,120,250,24,Magnetite,51.94,1224,254.1,60,29,0,202082.4,1
B43336,386,344,8,Magnetite,52.57,2549,250.96,49,38,0,417934.04000000004,1
B43337,438,143,20,Hematite,56.92,2203,265.14,59,39,0,368209.42,1
B43338,271,84,54,Waste,0.0,2532,0.0,49,25,1,-187368.0,0
B43339,299,179,65,Hematite,56.08,2100,336.83,61,36,0,503642.99999999994,1
B43340,208,100,69,Hematite,61.0,1987,276.44,44,25,0,412183.27999999997,1
B43341,472,236,19,Hematite,59.29,2867,312.38,49,34,0,657632.46,1
B43342,157,336,76,Hematite,64.1,2557,295.78,58,34,0,521065.4599999999,1
B43343,494,417,77,Magnetite,52.11,1310,306.26,50,39,0,284610.6,1
B43344,120,204,2,Hematite,52.85,2975,282.22,66,21,0,580779.5000000001,1
B43345,226,289,43,Magnetite,54.09,2630,256.48,65,36,0,408912.4,1
B43346,420,126,40,Hematite,58.54,1652,345.87,58,22,0,439217.24,1
B43347,443,426,24,Hematite,52.76,2268,316.27,42,32,0,549468.36,1
B43348,460,444,50,Hematite,53.52,2999,251.41,61,28,0,487067.58999999997,1
B43349,23,462,14,Waste,0.0,1720,0.0,38,37,1,-129000.0,0
B43350,229,360,76,Hematite,52.1,1255,292.45,56,23,0,267879.75,1
B43351,25,277,27,Magnetite,58.53,1820,332.41,58,34,0,437546.20000000007,1
B43352,57,306,58,Hematite,54.29,2571,336.59,66,27,0,626269.8899999999,1
B43353,264,259,67,Waste,0.0,2664,0.0,45,23,1,-181152.0,0
B43354,125,252,89,Waste,0.0,2221,0.0,59,29,1,-195448.0,0
B43355,444,176,44,Magnetite,58.46,2243,320.35,50,25,0,550320.05,1
B43356,274,238,82,Magnetite,60.8,1202,334.86,52,20,0,315957.72000000003,1
B43357,27,166,64,Magnetite,55.25,2742,290.6,47,25,0,599401.2000000001,1
B43358,390,214,28,Hematite,56.27,1669,283.36,61,36,0,311034.84,1
B43359,300,204,27,Hematite,52.87,2974,347.78,51,23,0,814221.72,1
B43360,469,199,34,Hematite,54.37,1636,309.35,51,32,0,370308.60000000003,1
B43361,127,0,12,Magnetite,50.3,1145,261.81,61,33,0,192142.45,1
B43362,93,168,50,Magnetite,59.97,2730,345.14,53,33,0,707452.2,1
B43363,190,433,96,Waste,0.0,1269,0.0,54,31,1,-107865.0,0
B43364,420,464,68,Waste,0.0,1833,0.0,61,29,1,-164970.0,0
B43365,271,272,13,Hematite,62.94,1365,273.93,58,29,0,255159.45,1
B43366,483,263,72,Hematite,52.95,2892,283.8,57,21,0,595173.6,1
B43367,4,66,67,Hematite,54.53,1699,290.15,66,38,0,316268.85,1
B43368,156,348,65,Hematite,62.8,2243,299.7,37,28,0,526432.1,1
B43369,51,117,77,Magnetite,56.67,2558,338.29,58,22,0,660705.8200000001,1
B43370,242,85,2,Magnetite,51.19,1482,334.0,59,31,0,361608.0,1
B43371,150,234,3,Magnetite,52.73,1429,259.69,53,36,0,243916.01,1
B43372,261,321,44,Magnetite,57.51,2115,320.61,45,37,0,504660.15,1
B43373,419,257,70,Waste,0.0,1436,0.0,49,21,1,-100520.0,0
B43374,440,495,14,Hematite,63.88,1084,262.47,31,28,0,220561.48000000004,1
B43375,416,16,51,Hematite,52.78,2179,261.33,68,24,0,368970.06999999995,1
B43376,304,72,91,Hematite,52.27,1172,308.88,67,21,0,258871.36,1
B43377,424,160,67,Magnetite,63.9,2191,306.39,59,26,0,485065.49,1
B43378,79,476,75,Waste,0.0,2087,0.0,45,21,1,-137742.0,0
B43379,182,220,58,Waste,0.0,1547,0.0,67,22,1,-137683.0,0
B43380,353,181,16,Magnetite,63.73,2046,308.21,69,37,0,413721.66,1
B43381,106,363,16,Waste,0.0,2543,0.0,34,30,1,-162752.0,0
B43382,153,248,5,Waste,0.0,2260,0.0,67,28,1,-214700.0,0
B43383,292,453,50,Magnetite,58.46,1658,303.38,57,20,0,375338.04,1
B43384,204,106,43,Waste,0.0,1898,0.0,37,38,1,-142350.0,0
B43385,115,389,47,Magnetite,63.94,1046,250.58,53,28,0,177380.68000000002,1
B43386,16,435,2,Magnetite,59.27,2207,257.32,63,23,0,378103.24,1
B43387,479,100,11,Magnetite,64.28,2962,344.51,61,24,0,768668.62,1
B43388,287,300,53,Magnetite,61.71,1835,344.55,43,31,0,496459.25,1
B43389,155,256,51,Magnetite,60.67,2673,276.67,51,23,0,541736.91,1
B43390,476,335,33,Magnetite,62.3,1041,300.49,69,20,0,220161.09,1
B43391,24,306,64,Hematite,61.24,2857,293.92,67,35,0,548315.4400000001,1
B43392,430,394,4,Waste,0.0,1631,0.0,48,20,1,-110908.0,0
B43393,277,277,69,Magnetite,64.07,2535,308.57,56,27,0,571819.95,1
B43394,474,161,14,Hematite,57.25,2638,338.26,65,36,0,625891.88,1
B43395,316,384,61,Hematite,56.29,2772,286.86,35,29,0,617767.92,1
B43396,125,332,51,Magnetite,53.9,2125,320.19,51,38,0,491278.75,1
B43397,299,48,20,Magnetite,53.16,2241,258.65,49,37,0,386908.64999999997,1
B43398,357,365,63,Magnetite,55.9,2832,263.57,53,36,0,494382.24,1
B43399,275,304,33,Hematite,59.14,2014,257.86,44,24,0,382378.04000000004,1
B43400,364,169,53,Waste,0.0,2875,0.0,44,33,1,-221375.0,0
B43401,177,91,72,Waste,0.0,1146,0.0,61,32,1,-106578.0,0
B43402,343,432,7,Waste,0.0,2253,0.0,30,22,1,-117156.0,0
B43403,430,268,99,Waste,0.0,2207,0.0,37,34,1,-156697.0,0
B43404,46,229,4,Waste,0.0,1775,0.0,60,23,1,-147325.0,0
B43405,199,349,89,Magnetite,56.48,2213,281.82,33,28,0,488674.66,1
B43406,50,249,72,Waste,0.0,1601,0.0,51,36,1,-139287.0,0
B43407,438,227,20,Magnetite,55.07,2440,283.36,35,25,0,544998.4,1
B43408,461,195,86,Hematite,61.82,1092,271.99,67,21,0,200917.08000000002,1
B43409,294,141,86,Hematite,54.22,2470,316.5,45,36,0,581685.0,1
B43410,269,419,91,Magnetite,55.29,1391,258.29,38,35,0,257738.39,1
B43411,196,183,70,Hematite,57.98,2260,256.37,40,37,0,405376.2,1
B43412,430,214,97,Magnetite,60.93,1710,304.83,59,22,0,382749.3,1
B43413,20,68,92,Magnetite,51.58,2574,283.24,59,24,0,515417.76,1
B43414,142,45,87,Waste,0.0,2316,0.0,57,21,1,-180648.0,0
B43415,247,14,54,Hematite,53.15,1443,277.63,30,22,0,325584.08999999997,1
B43416,355,342,26,Hematite,51.35,1295,250.2,45,26,0,232063.99999999997,1
B43417,352,135,54,Hematite,56.82,1637,305.72,52,24,0,376051.6400000001,1
B43418,464,121,20,Waste,0.0,2106,0.0,43,39,1,-172692.0,0
B43419,467,183,33,Magnetite,52.54,2710,280.64,42,38,0,543734.3999999999,1
B43420,0,266,75,Waste,0.0,2058,0.0,39,33,1,-148176.0,0
B43421,463,198,16,Magnetite,53.37,2735,278.59,61,21,0,537673.6499999999,1
B43422,364,406,5,Waste,0.0,1467,0.0,47,35,1,-120294.0,0
B43423,337,172,0,Waste,0.0,2576,0.0,68,22,1,-231840.0,0
B43424,393,109,8,Hematite,52.08,2206,342.16,57,22,0,580530.9600000001,1
B43425,406,104,41,Hematite,52.68,2905,335.41,46,34,0,741966.05,1
B43426,273,410,85,Hematite,55.26,1638,307.08,37,28,0,396527.04,1
B43427,240,286,37,Magnetite,51.49,1503,263.16,48,35,0,270780.48000000004,1
B43428,57,174,0,Magnetite,56.9,1727,274.79,59,23,0,332948.33,1
B43429,125,359,27,Hematite,64.99,2476,307.76,63,33,0,524317.76,1
B43430,328,321,79,Magnetite,60.72,2894,342.69,52,21,0,780482.86,1
B43431,365,363,73,Hematite,52.1,2737,318.8,56,25,0,650858.6,1
B43432,477,367,92,Hematite,61.56,1996,312.7,30,28,0,508381.19999999995,1
B43433,460,478,77,Hematite,63.92,1990,297.7,47,36,0,427253.0,1
B43434,51,60,45,Waste,0.0,1048,0.0,63,23,1,-90128.0,0
B43435,499,263,12,Magnetite,55.54,1196,311.12,35,38,0,284791.52,1
B43436,222,320,65,Magnetite,60.26,1443,337.77,39,30,0,387835.11,1
B43437,301,408,19,Magnetite,62.44,2221,332.84,32,29,0,603756.6399999999,1
B43438,362,272,65,Magnetite,52.26,2479,318.64,58,24,0,586630.5599999999,1
B43439,268,157,17,Hematite,59.36,2960,290.47,66,23,0,596351.2000000001,1
B43440,95,407,68,Hematite,53.83,1855,276.87,48,22,0,383743.85000000003,1
B43441,272,222,25,Waste,0.0,2168,0.0,43,34,1,-166936.0,0
B43442,322,114,67,Hematite,57.31,2244,329.23,63,35,0,518880.12000000005,1
B43443,60,253,94,Hematite,63.26,1918,251.43,33,29,0,363326.74,1
B43444,320,307,3,Magnetite,54.83,2442,305.25,62,28,0,525640.5,1
B43445,180,62,44,Hematite,57.72,2933,346.83,68,28,0,735684.3899999999,1
B43446,132,60,56,Hematite,51.06,1855,313.03,66,33,0,397025.64999999997,1
B43447,415,255,10,Magnetite,51.75,1878,275.76,34,30,0,397685.27999999997,1
B43448,88,76,65,Hematite,53.64,1380,304.7,39,25,0,332166.0,1
B43449,172,441,8,Magnetite,63.81,2426,255.87,57,32,0,404826.62,1
B43450,311,374,76,Hematite,55.94,2411,348.24,45,37,0,641904.64,1
B43451,4,462,61,Waste,0.0,2346,0.0,39,21,1,-140760.0,0
B43452,356,89,41,Hematite,64.71,2252,348.47,46,25,0,624862.4400000001,1
B43453,342,287,15,Hematite,53.21,1002,289.65,40,29,0,221091.3,1
B43454,203,364,81,Waste,0.0,2011,0.0,50,27,1,-154847.0,0
B43455,161,290,36,Hematite,62.34,2609,322.34,63,36,0,582694.0599999999,1
B43456,60,271,28,Magnetite,52.69,2957,338.11,32,22,0,840113.27,1
B43457,470,136,31,Magnetite,63.18,1477,296.86,61,22,0,315871.22000000003,1
B43458,463,274,81,Waste,0.0,1483,0.0,65,38,1,-152749.0,0
B43459,496,423,90,Waste,0.0,1482,0.0,30,39,1,-102258.0,0
B43460,189,39,77,Magnetite,58.2,2483,264.07,33,31,0,496773.81,1
B43461,324,173,8,Magnetite,57.47,2903,336.8,54,21,0,760005.4,1
B43462,62,498,97,Hematite,61.44,2967,318.41,58,30,0,683626.4700000001,1
B43463,43,108,10,Magnetite,61.04,1898,256.6,42,39,0,333288.80000000005,1
B43464,238,130,22,Waste,0.0,1504,0.0,64,29,1,-139872.0,0
B43465,27,153,24,Hematite,62.94,2211,343.49,63,24,0,567099.39,1
B43466,197,356,81,Magnetite,55.79,1053,296.58,39,39,0,230164.74,1
B43467,268,71,6,Waste,0.0,2252,0.0,34,35,1,-155388.0,0
B43468,170,325,32,Hematite,63.63,1826,335.54,43,26,0,486702.04000000004,1
B43469,29,4,54,Magnetite,54.51,1985,304.98,53,21,0,458495.30000000005,1
B43470,153,212,92,Waste,0.0,2838,0.0,34,22,1,-158928.0,0
B43471,208,282,5,Magnetite,63.51,1960,340.66,57,21,0,514813.60000000003,1
B43472,62,171,3,Hematite,58.62,1759,324.18,33,39,0,443584.62,1
B43473,328,293,80,Waste,0.0,1422,0.0,67,26,1,-132246.0,0
B43474,56,455,89,Waste,0.0,2160,0.0,49,34,1,-179280.0,0
B43475,319,213,16,Hematite,54.85,1932,264.71,49,29,0,360723.72,1
B43476,207,470,27,Hematite,63.65,2532,292.47,31,29,0,588614.04,1
B43477,432,88,1,Magnetite,51.02,1808,266.97,42,25,0,361545.76000000007,1
B43478,307,70,73,Waste,0.0,1530,0.0,62,36,1,-149940.0,0
B43479,62,333,94,Magnetite,54.97,2342,265.2,47,31,0,438422.39999999997,1
B43480,247,383,36,Waste,0.0,1522,0.0,61,20,1,-123282.0,0
B43481,465,168,82,Hematite,58.47,2336,318.87,30,29,0,607056.3200000001,1
B43482,140,313,8,Magnetite,55.54,2468,296.23,41,25,0,568207.64,1
B43483,92,412,57,Waste,0.0,2681,0.0,55,20,1,-201075.0,0
B43484,106,464,89,Magnetite,58.0,1972,315.75,53,25,0,468843.0,1
B43485,364,434,99,Hematite,60.18,2270,319.83,58,32,0,521714.1,1
B43486,87,197,97,Hematite,52.04,2922,254.97,34,25,0,572624.34,1
B43487,300,95,81,Magnetite,54.64,1861,289.31,68,36,0,344861.91000000003,1
B43488,107,318,81,Waste,0.0,1906,0.0,66,27,1,-177258.0,0
B43489,45,18,10,Waste,0.0,2047,0.0,33,25,1,-118726.0,0
B43490,76,154,45,Hematite,51.34,1410,258.78,37,26,0,276049.8,1
B43491,216,93,59,Waste,0.0,2593,0.0,62,20,1,-212626.0,0
B43492,168,369,12,Hematite,64.31,1480,327.91,54,25,0,368386.80000000005,1
B43493,301,52,33,Hematite,58.1,1354,348.11,42,21,0,386038.94,1
B43494,128,352,80,Magnetite,58.2,2791,260.27,43,30,0,522670.56999999995,1
B43495,200,484,93,Hematite,64.27,2999,254.43,41,23,0,571099.5700000001,1
B43496,195,428,18,Magnetite,50.14,2139,251.81,49,39,0,350389.59,1
B43497,347,10,63,Waste,0.0,2453,0.0,62,24,1,-210958.0,0
B43498,267,375,26,Magnetite,58.24,1053,273.34,58,36,0,188845.01999999996,1
B43499,87,104,29,Waste,0.0,2981,0.0,58,28,1,-256366.0,0
B43500,252,9,18,Magnetite,51.36,1686,319.74,49,32,0,402515.64,1
B43501,237,220,58,Waste,0.0,1280,0.0,67,36,1,-131840.0,0
B43502,72,341,26,Magnetite,59.74,1130,269.38,39,28,0,228689.4,1
B43503,418,19,74,Waste,0.0,1527,0.0,40,28,1,-103836.0,0
B43504,357,146,33,Magnetite,57.35,2630,318.04,52,29,0,623415.2000000001,1
B43505,354,343,36,Magnetite,51.78,1205,274.74,66,28,0,217791.7,1
B43506,160,475,15,Magnetite,61.66,2831,301.6,37,32,0,658490.6000000001,1
B43507,57,254,99,Magnetite,61.9,2337,294.72,64,28,0,473756.6400000001,1
B43508,383,129,82,Waste,0.0,1758,0.0,47,34,1,-142398.0,0
B43509,372,423,59,Hematite,55.35,1514,256.01,48,20,0,284647.14,1
B43510,290,246,52,Magnetite,54.61,2007,268.5,41,25,0,406417.5,1
B43511,429,145,66,Magnetite,61.65,2220,309.77,34,31,0,543389.3999999999,1
B43512,339,81,39,Hematite,62.42,2871,251.75,57,34,0,461513.25,1
B43513,65,1,1,Magnetite,59.84,2661,257.46,54,27,0,469560.05999999994,1
B43514,427,302,36,Waste,0.0,1246,0.0,45,36,1,-100926.0,0
B43515,25,432,11,Hematite,62.79,2382,332.28,35,32,0,631896.96,1
B43516,297,374,17,Magnetite,56.01,2779,260.47,49,34,0,493189.13000000006,1
B43517,76,247,72,Hematite,56.1,1655,265.43,43,30,0,318471.65,1
B43518,285,406,30,Magnetite,63.02,1780,299.68,59,22,0,389250.4,1
B43519,371,46,48,Magnetite,62.3,2776,315.11,39,36,0,666545.36,1
B43520,415,499,47,Hematite,50.15,1904,333.47,60,32,0,459758.88000000006,1
B43521,35,78,60,Magnetite,56.35,2866,271.77,44,26,0,578272.82,1
B43522,18,123,29,Hematite,63.94,1450,280.57,62,23,0,283576.5,1
B43523,277,344,50,Hematite,61.21,1538,252.26,36,36,0,277239.88,1
B43524,320,428,80,Magnetite,54.99,2219,270.17,55,31,0,408673.23000000004,1
B43525,312,81,76,Magnetite,53.02,2426,279.36,64,39,0,427849.36000000004,1
B43526,266,276,59,Hematite,64.65,2589,265.3,61,27,0,459029.7,1
B43527,281,430,14,Magnetite,62.41,1973,322.8,46,21,0,504693.4,1
B43528,431,31,70,Magnetite,62.87,1444,320.65,40,35,0,354718.6,1
B43529,18,497,41,Waste,0.0,1157,0.0,62,36,1,-113386.0,0
B43530,338,274,79,Waste,0.0,2777,0.0,67,20,1,-241599.0,0
B43531,139,145,53,Hematite,55.27,1366,324.78,67,30,0,311147.48,1
B43532,66,279,64,Magnetite,57.29,2909,333.62,56,37,0,699963.58,1
B43533,311,430,15,Waste,0.0,1635,0.0,66,33,1,-161865.0,0
B43534,17,105,99,Hematite,60.96,1983,334.31,54,27,0,502313.73,1
B43535,368,157,41,Hematite,62.19,2694,309.27,49,23,0,639205.38,1
B43536,260,92,64,Magnetite,61.62,1582,309.52,32,37,0,380502.63999999996,1
B43537,111,245,43,Hematite,57.13,2042,345.49,62,21,0,536004.5800000001,1
B43538,407,340,0,Magnetite,58.75,2461,327.2,30,39,0,635430.2,1
B43539,461,148,49,Hematite,51.18,1625,316.24,48,35,0,379015.0,1
B43540,114,303,60,Magnetite,58.56,1612,333.06,63,28,0,390200.72000000003,1
B43541,165,488,85,Hematite,50.94,1396,270.69,56,33,0,253639.24,1
B43542,66,449,91,Waste,0.0,2838,0.0,53,39,1,-261096.0,0
B43543,254,428,34,Hematite,60.11,1766,325.23,69,25,0,408352.18000000005,1
B43544,69,128,17,Hematite,64.74,2929,321.25,32,34,0,747627.25,1
B43545,459,21,54,Hematite,64.76,2625,289.01,36,26,0,595901.25,1
B43546,307,55,47,Waste,0.0,2594,0.0,57,34,1,-236054.0,0
B43547,202,423,43,Waste,0.0,2617,0.0,56,25,1,-211977.0,0
B43548,126,37,10,Waste,0.0,2186,0.0,33,31,1,-139904.0,0
B43549,422,18,16,Hematite,59.38,1219,266.98,57,23,0,227928.62000000002,1
B43550,442,402,38,Waste,0.0,1664,0.0,54,30,1,-139776.0,0
B43551,409,193,36,Hematite,63.6,1261,332.74,62,30,0,303573.14,1
B43552,320,92,94,Waste,0.0,1581,0.0,51,27,1,-123318.0,0
B43553,79,369,40,Magnetite,60.0,1165,272.55,40,20,0,247620.75,1
B43554,175,369,54,Magnetite,51.78,2324,258.52,69,36,0,356780.48,1
B43555,112,214,95,Magnetite,62.42,2374,324.71,63,34,0,540583.5399999999,1
B43556,110,174,61,Magnetite,62.66,1233,255.06,52,33,0,209683.98,1
B43557,308,313,32,Magnetite,56.27,1378,282.16,35,25,0,306136.48000000004,1
B43558,136,440,49,Magnetite,63.37,2354,294.18,55,21,0,513595.72000000003,1
B43559,132,255,37,Magnetite,52.83,2006,290.72,43,27,0,442764.32000000007,1
B43560,371,253,15,Magnetite,57.18,2309,293.89,43,21,0,530816.01,1
B43561,327,431,33,Magnetite,56.65,1808,260.9,68,24,0,305371.19999999995,1
B43562,188,474,77,Hematite,56.63,2653,323.6,42,23,0,686065.8,1
B43563,276,44,35,Magnetite,50.13,2368,338.47,50,21,0,633368.9600000001,1
B43564,224,214,14,Magnetite,61.15,1174,283.61,44,23,0,254300.14,1
B43565,102,219,80,Magnetite,63.51,2136,344.33,66,38,0,513344.87999999995,1
B43566,106,27,55,Magnetite,51.09,2760,317.56,35,29,0,699825.6,1
B43567,62,315,56,Hematite,59.66,2896,257.76,43,32,0,529272.96,1
B43568,403,260,72,Hematite,62.29,2250,323.07,37,24,0,589657.5,1
B43569,441,401,77,Waste,0.0,1431,0.0,45,28,1,-104463.0,0
B43570,244,477,87,Waste,0.0,1912,0.0,46,35,1,-154872.0,0
B43571,172,471,10,Hematite,59.63,2605,307.88,53,39,0,562367.4,1
B43572,405,420,92,Magnetite,51.71,2244,306.47,43,22,0,541858.68,1
B43573,332,207,88,Magnetite,60.72,1438,259.7,42,34,0,264160.6,1
B43574,486,476,67,Magnetite,52.47,1316,334.46,41,35,0,340133.36,1
B43575,330,477,95,Hematite,54.04,1992,309.73,37,34,0,475550.16000000003,1
B43576,209,280,31,Waste,0.0,1842,0.0,64,30,1,-173148.0,0
B43577,190,421,66,Magnetite,56.45,2102,305.64,52,37,0,455377.27999999997,1
B43578,157,486,5,Waste,0.0,1074,0.0,46,32,1,-83772.0,0
B43579,318,128,18,Hematite,52.63,2833,331.24,43,22,0,754257.92,1
B43580,224,167,16,Magnetite,60.56,2343,280.15,62,38,0,422091.44999999995,1
B43581,171,486,47,Waste,0.0,2523,0.0,65,24,1,-224547.0,0
B43582,322,438,63,Magnetite,50.87,1313,300.3,52,27,0,290566.9,1
B43583,441,230,4,Hematite,64.14,1538,254.55,59,35,0,246925.90000000002,1
B43584,448,350,73,Hematite,50.17,2340,267.39,36,28,0,475932.6,1
B43585,35,166,90,Hematite,55.02,2443,290.03,48,21,0,539976.2899999999,1
B43586,133,94,35,Waste,0.0,2040,0.0,54,23,1,-157080.0,0
B43587,36,480,95,Magnetite,55.98,2635,322.76,62,26,0,618592.6,1
B43588,92,75,56,Magnetite,53.06,1241,269.49,61,35,0,215301.09000000003,1
B43589,74,408,84,Hematite,58.28,2277,349.08,41,23,0,649127.1599999999,1
B43590,243,246,95,Magnetite,50.18,2977,286.9,63,21,0,604033.2999999999,1
B43591,182,406,42,Magnetite,58.52,1151,305.32,36,37,0,267400.32,1
B43592,204,170,97,Magnetite,55.27,2792,258.83,50,28,0,504877.3599999999,1
B43593,458,380,78,Hematite,60.8,2529,285.81,68,38,0,454739.49,1
B43594,186,303,72,Hematite,63.59,2900,348.28,50,28,0,783811.9999999999,1
B43595,165,219,1,Magnetite,57.47,1853,274.84,34,21,0,407363.51999999996,1
B43596,114,480,44,Hematite,58.67,1643,293.55,33,34,0,372221.65,1
B43597,408,293,69,Waste,0.0,2076,0.0,45,37,1,-170232.0,0
B43598,206,345,90,Magnetite,52.88,2903,285.9,61,22,0,589018.7,1
B43599,244,279,84,Magnetite,60.34,2342,279.31,35,30,0,501914.02,1
B43600,332,253,33,Magnetite,56.46,1257,295.13,69,36,0,238993.41,1
B43601,489,132,21,Hematite,62.14,2684,302.05,49,24,0,614770.2000000001,1
B43602,160,235,7,Magnetite,62.76,2512,341.96,44,29,0,675627.5199999999,1
B43603,12,443,19,Magnetite,52.11,1484,294.35,58,26,0,312159.4,1
B43604,293,400,57,Hematite,55.51,1805,254.56,56,29,0,306055.8,1
B43605,441,492,37,Magnetite,53.45,2694,304.8,50,30,0,605611.2000000001,1
B43606,471,164,8,Hematite,60.3,1123,343.33,42,33,0,301334.58999999997,1
B43607,403,270,18,Waste,0.0,1366,0.0,51,29,1,-109280.0,0
B43608,235,193,31,Hematite,63.03,2410,315.14,59,34,0,535357.4,1
B43609,272,481,74,Magnetite,62.62,1354,342.56,64,20,0,350090.24,1
B43610,378,275,61,Waste,0.0,1567,0.0,41,21,1,-97154.0,0
B43611,113,157,91,Magnetite,54.06,1479,302.12,65,20,0,321120.48,1
B43612,151,399,35,Magnetite,63.08,1321,332.47,56,28,0,328228.87000000005,1
B43613,25,43,20,Hematite,56.81,2964,257.73,48,28,0,538647.7200000001,1
B43614,167,186,65,Magnetite,53.75,2524,346.81,31,35,0,708764.4400000001,1
B43615,31,131,70,Hematite,56.04,1741,298.93,60,29,0,365488.13,1
B43616,220,158,88,Magnetite,54.53,1808,268.23,33,38,0,356591.84,1
B43617,205,409,41,Magnetite,64.47,1179,309.09,44,20,0,288961.11,1
B43618,420,246,99,Magnetite,64.78,2629,346.53,37,30,0,734884.3699999999,1
B43619,341,296,56,Magnetite,57.6,2832,259.8,60,21,0,506361.60000000003,1
B43620,97,75,84,Hematite,55.93,1994,268.43,40,38,0,379717.42000000004,1
B43621,90,385,76,Magnetite,64.01,2512,347.96,33,30,0,715819.5199999999,1
B43622,475,7,89,Hematite,53.32,2828,302.22,55,20,0,642578.16,1
B43623,376,77,86,Hematite,50.18,1832,299.19,60,34,0,375908.08,1
B43624,213,407,12,Magnetite,53.64,1537,314.06,66,21,0,348991.22000000003,1
B43625,187,106,35,Magnetite,61.76,1669,296.72,33,25,0,398423.68000000005,1
B43626,56,39,92,Magnetite,63.94,1434,346.84,53,38,0,366874.55999999994,1
B43627,106,104,8,Hematite,58.04,1591,280.59,56,26,0,315956.68999999994,1
B43628,441,152,83,Waste,0.0,1425,0.0,59,39,1,-139650.0,0
B43629,194,317,84,Waste,0.0,1797,0.0,66,21,1,-156339.0,0
B43630,21,57,40,Hematite,53.43,1356,314.34,36,38,0,325901.04,1
B43631,185,326,71,Magnetite,62.47,2609,324.2,34,26,0,689297.7999999999,1
B43632,367,415,25,Waste,0.0,2720,0.0,49,37,1,-233920.0,0
B43633,84,372,37,Hematite,59.0,2254,275.73,66,35,0,393841.42000000004,1
B43634,79,86,90,Magnetite,53.55,1171,332.58,46,37,0,292258.18,1
B43635,328,173,53,Hematite,53.4,1542,299.62,40,33,0,349448.04,1
B43636,76,358,86,Waste,0.0,1339,0.0,57,23,1,-107120.0,0
B43637,329,153,94,Waste,0.0,1325,0.0,34,24,1,-76850.0,0
B43638,382,297,13,Hematite,55.55,2442,280.1,40,39,0,491086.20000000007,1
